unique_id,ds,y,otb_28,otb_30,otb_46,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,holiday_name_Christmas Day (observed),holiday_name_Columbus Day,holiday_name_Independence Day,holiday_name_Juneteenth National Independence Day,holiday_name_Juneteenth National Independence Day (observed),holiday_name_Labor Day,holiday_name_Martin Luther King Jr. Day,holiday_name_Memorial Day,holiday_name_New Year's Day,holiday_name_New Year's Day (observed),holiday_name_Thanksgiving Day,holiday_name_Veterans Day,holiday_name_Washington's Birthday,holiday_name_None,hotel_type_Key Central Business District,hotel_type_Other High Leisure Mix,hotel_type_Resorts & Destinations
hotel_7,2022-11-19,0.5846905537459284,0.3957654723127036,0.3941368078175896,0.2671009771986971,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-20,0.6400651465798045,0.2899022801302932,0.2899022801302932,0.1498371335504886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-21,0.43322475570032576,0.13517915309446255,0.13029315960912052,0.13029315960912052,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-22,0.5700325732899023,0.23778501628664495,0.23452768729641693,0.16286644951140064,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-23,0.6270358306188925,0.2899022801302932,0.28664495114006516,0.1465798045602606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-24,0.5228013029315961,0.254071661237785,0.255700325732899,0.18078175895765472,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
hotel_7,2022-11-25,0.5472312703583062,0.28175895765472314,0.28501628664495116,0.249185667752443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-26,0.5928338762214984,0.2947882736156352,0.2931596091205212,0.2687296416938111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-27,0.6123778501628665,0.3306188925081433,0.31921824104234525,0.28501628664495116,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-28,0.50814332247557,0.254071661237785,0.24592833876221498,0.2247557003257329,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-29,0.6221498371335505,0.30944625407166126,0.26221498371335505,0.24267100977198697,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-30,0.7052117263843648,0.3957654723127036,0.3941368078175896,0.2785016286644951,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
